date_id,date,year,quarter,month,month_name,day,day_of_week,week_of_year
20250620,2025-06-20,2025,2,6,June,20,4,25
20250621,2025-06-21,2025,2,6,June,21,5,25
20250622,2025-06-22,2025,2,6,June,22,6,25
20250623,2025-06-23,2025,2,6,June,23,0,26
20250624,2025-06-24,2025,2,6,June,24,1,26
20250625,2025-06-25,2025,2,6,June,25,2,26
20250626,2025-06-26,2025,2,6,June,26,3,26
20250627,2025-06-27,2025,2,6,June,27,4,26
20250628,2025-06-28,2025,2,6,June,28,5,26
20250629,2025-06-29,2025,2,6,June,29,6,26
20250630,2025-06-30,2025,2,6,June,30,0,27
20250701,2025-07-01,2025,3,7,July,1,1,27
20250702,2025-07-02,2025,3,7,July,2,2,27
20250703,2025-07-03,2025,3,7,July,3,3,27
20250704,2025-07-04,2025,3,7,July,4,4,27
20250705,2025-07-05,2025,3,7,July,5,5,27
20250706,2025-07-06,2025,3,7,July,6,6,27
20250707,2025-07-07,2025,3,7,July,7,0,28
20250708,2025-07-08,2025,3,7,July,8,1,28
20250709,2025-07-09,2025,3,7,July,9,2,28
20250710,2025-07-10,2025,3,7,July,10,3,28
20250711,2025-07-11,2025,3,7,July,11,4,28
20250712,2025-07-12,2025,3,7,July,12,5,28
20250713,2025-07-13,2025,3,7,July,13,6,28
20250714,2025-07-14,2025,3,7,July,14,0,29
20250715,2025-07-15,2025,3,7,July,15,1,29
20250716,2025-07-16,2025,3,7,July,16,2,29
20250717,2025-07-17,2025,3,7,July,17,3,29
20250718,2025-07-18,2025,3,7,July,18,4,29
20250719,2025-07-19,2025,3,7,July,19,5,29
20250720,2025-07-20,2025,3,7,July,20,6,29
20250721,2025-07-21,2025,3,7,July,21,0,30
20250722,2025-07-22,2025,3,7,July,22,1,30
20250723,2025-07-23,2025,3,7,July,23,2,30
20250724,2025-07-24,2025,3,7,July,24,3,30
20250725,2025-07-25,2025,3,7,July,25,4,30
20250726,2025-07-26,2025,3,7,July,26,5,30
20250727,2025-07-27,2025,3,7,July,27,6,30
20250728,2025-07-28,2025,3,7,July,28,0,31
20250729,2025-07-29,2025,3,7,July,29,1,31
20250730,2025-07-30,2025,3,7,July,30,2,31
20250731,2025-07-31,2025,3,7,July,31,3,31
20250801,2025-08-01,2025,3,8,August,1,4,31
20250802,2025-08-02,2025,3,8,August,2,5,31
20250803,2025-08-03,2025,3,8,August,3,6,31
20250804,2025-08-04,2025,3,8,August,4,0,32
20250805,2025-08-05,2025,3,8,August,5,1,32
20250806,2025-08-06,2025,3,8,August,6,2,32
20250807,2025-08-07,2025,3,8,August,7,3,32
20250808,2025-08-08,2025,3,8,August,8,4,32
20250809,2025-08-09,2025,3,8,August,9,5,32
20250810,2025-08-10,2025,3,8,August,10,6,32
20250811,2025-08-11,2025,3,8,August,11,0,33
20250812,2025-08-12,2025,3,8,August,12,1,33
20250813,2025-08-13,2025,3,8,August,13,2,33
20250814,2025-08-14,2025,3,8,August,14,3,33
20250815,2025-08-15,2025,3,8,August,15,4,33
20250816,2025-08-16,2025,3,8,August,16,5,33
20250817,2025-08-17,2025,3,8,August,17,6,33
20250818,2025-08-18,2025,3,8,August,18,0,34
20250819,2025-08-19,2025,3,8,August,19,1,34
20250820,2025-08-20,2025,3,8,August,20,2,34
20250821,2025-08-21,2025,3,8,August,21,3,34
20250822,2025-08-22,2025,3,8,August,22,4,34
20250823,2025-08-23,2025,3,8,August,23,5,34
20250824,2025-08-24,2025,3,8,August,24,6,34
20250825,2025-08-25,2025,3,8,August,25,0,35
20250826,2025-08-26,2025,3,8,August,26,1,35
20250827,2025-08-27,2025,3,8,August,27,2,35
20250828,2025-08-28,2025,3,8,August,28,3,35
20250829,2025-08-29,2025,3,8,August,29,4,35
20250830,2025-08-30,2025,3,8,August,30,5,35
20250831,2025-08-31,2025,3,8,August,31,6,35
20250901,2025-09-01,2025,3,9,September,1,0,36
20250902,2025-09-02,2025,3,9,September,2,1,36
20250903,2025-09-03,2025,3,9,September,3,2,36
20250904,2025-09-04,2025,3,9,September,4,3,36
20250905,2025-09-05,2025,3,9,September,5,4,36
20250906,2025-09-06,2025,3,9,September,6,5,36
20250907,2025-09-07,2025,3,9,September,7,6,36
20250908,2025-09-08,2025,3,9,September,8,0,37
20250909,2025-09-09,2025,3,9,September,9,1,37
20250910,2025-09-10,2025,3,9,September,10,2,37
20250911,2025-09-11,2025,3,9,September,11,3,37
20250912,2025-09-12,2025,3,9,September,12,4,37
20250913,2025-09-13,2025,3,9,September,13,5,37
20250914,2025-09-14,2025,3,9,September,14,6,37
20250915,2025-09-15,2025,3,9,September,15,0,38
20250916,2025-09-16,2025,3,9,September,16,1,38
20250917,2025-09-17,2025,3,9,September,17,2,38
20250918,2025-09-18,2025,3,9,September,18,3,38
20250919,2025-09-19,2025,3,9,September,19,4,38
20250920,2025-09-20,2025,3,9,September,20,5,38
20250921,2025-09-21,2025,3,9,September,21,6,38
20250922,2025-09-22,2025,3,9,September,22,0,39
20250923,2025-09-23,2025,3,9,September,23,1,39
20250924,2025-09-24,2025,3,9,September,24,2,39
20250925,2025-09-25,2025,3,9,September,25,3,39
20250926,2025-09-26,2025,3,9,September,26,4,39
20250927,2025-09-27,2025,3,9,September,27,5,39
20250928,2025-09-28,2025,3,9,September,28,6,39
20250929,2025-09-29,2025,3,9,September,29,0,40
20250930,2025-09-30,2025,3,9,September,30,1,40
20251001,2025-10-01,2025,4,10,October,1,2,40
20251002,2025-10-02,2025,4,10,October,2,3,40
20251003,2025-10-03,2025,4,10,October,3,4,40
20251004,2025-10-04,2025,4,10,October,4,5,40
20251005,2025-10-05,2025,4,10,October,5,6,40
20251006,2025-10-06,2025,4,10,October,6,0,41
20251007,2025-10-07,2025,4,10,October,7,1,41
20251008,2025-10-08,2025,4,10,October,8,2,41
20251009,2025-10-09,2025,4,10,October,9,3,41
20251010,2025-10-10,2025,4,10,October,10,4,41
20251012,2025-10-12,2025,4,10,October,12,6,41
