order_item_pk,date_id,order_id,customer_id,product_id,channel_id,shipping_province_id,quantity,line_total,total_amount,status
3539,20250224,1000002665,87,2,1,1,1,14850.0,17968.5,PAID
3540,20240803,1000002666,173,2,2,2,2,30000.0,36300.0,FULFILLED
3541,20240202,1000002667,767,2,2,2,1,13230.0,16008.3,FULFILLED
3542,20250927,1000002668,49,2,1,1,2,30000.0,94672.5,FULFILLED
3543,20250927,1000002668,49,2,1,1,3,47250.0,94672.5,FULFILLED
3544,20250103,1000002669,706,2,1,1,3,49500.0,61095.0,FULFILLED
3545,20241215,1000002670,1456,1,1,1,1,10800.0,48453.0,CANCELLED
3546,20241215,1000002670,1456,2,1,1,2,28500.0,48453.0,CANCELLED
3547,20250918,1000002671,87,1,2,1,2,21168.0,25613.28,CANCELLED
3548,20250303,1000002672,1066,1,2,3,3,30780.0,37243.8,PAID
3549,20240504,1000002673,1398,1,2,3,1,10800.0,13068.0,FULFILLED
3550,20240911,1000002674,544,2,1,2,2,29400.0,79134.0,REFUNDED
3551,20240911,1000002674,544,1,1,2,3,36000.0,79134.0,REFUNDED
3552,20240511,1000002675,135,2,1,1,2,28500.0,35385.0,FULFILLED
3553,20250106,1000002676,806,2,1,3,2,29400.0,36774.0,FULFILLED
3554,20250504,1000002677,1230,1,1,1,1,11400.0,43734.0,FULFILLED
3555,20250504,1000002677,1230,1,1,1,2,24000.0,43734.0,FULFILLED
3556,20240305,1000002678,995,1,1,3,3,35280.0,79932.6,FULFILLED
3557,20240305,1000002678,995,1,1,3,3,30780.0,79932.6,FULFILLED
3558,20250427,1000002679,629,1,2,1,3,35280.0,42688.8,FULFILLED
3559,20240630,1000002680,1312,2,1,1,1,14250.0,18142.5,FULFILLED
3560,20250201,1000002681,1339,2,1,4,1,15000.0,48090.0,FULFILLED
3561,20250201,1000002681,1339,1,1,4,2,24000.0,48090.0,FULFILLED
3562,20241122,1000002682,1172,2,2,3,1,14962.5,18104.62,FULFILLED
3563,20240113,1000002683,1064,1,2,3,1,10800.0,13068.0,FULFILLED
3564,20250805,1000002684,913,2,2,2,1,13500.0,16335.0,CANCELLED
3565,20250704,1000002685,295,2,1,1,3,45000.0,54450.0,FULFILLED
3566,20241025,1000002686,461,2,1,2,3,44100.0,53361.0,CANCELLED
3567,20250627,1000002687,326,1,1,3,3,30780.0,104935.8,REFUNDED
3568,20250627,1000002687,326,2,1,3,3,40500.0,104935.8,REFUNDED
3569,20250627,1000002687,326,2,1,3,1,14700.0,104935.8,REFUNDED
3570,20240403,1000002688,971,2,1,1,2,32340.0,76631.4,FULFILLED
3571,20240403,1000002688,971,2,1,1,2,30000.0,76631.4,FULFILLED
3572,20240617,1000002689,70,2,2,4,2,32340.0,39131.4,REFUNDED
3573,20240303,1000002690,415,2,1,1,1,14250.0,17242.5,FULFILLED
3574,20240305,1000002691,292,2,2,3,1,14250.0,17242.5,FULFILLED
3575,20250917,1000002692,717,1,1,1,3,35280.0,57818.4,FULFILLED
3576,20250917,1000002692,717,1,1,1,1,11760.0,57818.4,FULFILLED
3577,20250831,1000002693,904,1,1,1,3,32400.0,84109.2,PAID
3578,20250831,1000002693,904,1,1,1,1,12600.0,84109.2,PAID
3579,20250831,1000002693,904,1,1,1,2,23520.0,84109.2,PAID
3580,20250921,1000002694,437,1,1,1,3,35910.0,82466.1,CANCELLED
3581,20250921,1000002694,437,2,1,1,2,31500.0,82466.1,CANCELLED
3582,20250821,1000002695,1396,2,2,3,2,25650.0,31036.5,FULFILLED
3583,20250607,1000002696,393,2,1,1,2,30000.0,37200.0,FULFILLED
3584,20250923,1000002697,1289,2,1,1,3,45000.0,86386.5,CANCELLED
3585,20250923,1000002697,1289,2,1,1,2,25650.0,86386.5,CANCELLED
3586,20240704,1000002698,394,1,2,3,1,10800.0,13068.0,FULFILLED
3587,20241208,1000002699,1413,1,2,2,2,23520.0,71148.0,FULFILLED
3588,20241208,1000002699,1413,1,2,2,3,35280.0,71148.0,FULFILLED
3589,20240817,1000002700,1157,2,2,1,2,31500.0,55902.0,FULFILLED
3590,20240817,1000002700,1157,2,2,1,1,14700.0,55902.0,FULFILLED
3591,20250912,1000002701,1308,2,1,2,3,40500.0,77647.8,FULFILLED
3592,20250912,1000002701,1308,1,1,2,2,22680.0,77647.8,FULFILLED
3593,20241008,1000002702,628,1,1,1,1,10260.0,13314.6,FULFILLED
3594,20241207,1000002703,317,2,1,3,3,44887.5,55513.88,FULFILLED
3595,20240708,1000002704,55,2,2,1,3,48510.0,58697.1,FULFILLED
3596,20250720,1000002705,339,1,2,1,3,32400.0,51618.6,PAID
3597,20250720,1000002705,339,1,2,1,1,10260.0,51618.6,PAID
3598,20241220,1000002706,1277,2,1,4,1,16500.0,49624.2,FULFILLED
3599,20241220,1000002706,1277,1,1,4,2,23520.0,49624.2,FULFILLED
3600,20240404,1000002707,823,1,1,3,3,35280.0,43588.8,FULFILLED
3601,20240317,1000002708,272,1,1,1,3,36000.0,43560.0,FULFILLED
3602,20240704,1000002709,1147,1,1,1,2,23520.0,61303.2,REFUNDED
3603,20240704,1000002709,1147,1,1,1,2,26400.0,61303.2,REFUNDED
3604,20250109,1000002710,594,1,2,1,2,21600.0,26136.0,FULFILLED
3605,20241216,1000002711,639,1,1,1,2,23760.0,29649.6,FULFILLED
3606,20250906,1000002712,172,2,1,2,1,15435.0,18676.35,FULFILLED
3607,20250831,1000002713,1182,2,1,2,1,15750.0,19057.5,PAID
3608,20250203,1000002714,35,2,1,1,1,16500.0,21165.0,FULFILLED
3609,20240216,1000002715,572,1,2,1,2,21600.0,43287.75,FULFILLED
3610,20240216,1000002715,572,2,2,1,1,14175.0,43287.75,FULFILLED
3611,20250125,1000002716,816,1,1,1,2,23520.0,43753.2,FULFILLED
3612,20250125,1000002716,816,1,1,1,1,11400.0,43753.2,FULFILLED
3613,20240610,1000002717,359,2,1,1,3,44100.0,67881.0,FULFILLED
3614,20240610,1000002717,359,1,1,1,1,12000.0,67881.0,FULFILLED
3615,20250522,1000002718,272,2,1,1,2,31350.0,52163.1,FULFILLED
3616,20250522,1000002718,272,1,1,1,1,11760.0,52163.1,FULFILLED
3617,20250622,1000002719,402,1,2,4,1,10584.0,12806.64,FULFILLED
3618,20240323,1000002720,1137,1,1,1,2,22680.0,27442.8,CANCELLED
3619,20240614,1000002721,1267,1,2,3,1,11400.0,106359.0,REFUNDED
3620,20240614,1000002721,1267,1,2,3,3,36000.0,106359.0,REFUNDED
3621,20240614,1000002721,1267,2,2,3,3,40500.0,106359.0,REFUNDED
3622,20241116,1000002722,603,1,1,3,3,36000.0,44760.0,PAID
3623,20240915,1000002723,606,1,2,4,2,21600.0,26136.0,FULFILLED
3624,20241214,1000002724,1268,2,1,3,2,30000.0,37500.0,REFUNDED
3625,20250816,1000002725,1393,1,1,1,1,12600.0,15246.0,FULFILLED
3626,20250710,1000002726,1486,2,1,3,3,48510.0,58697.1,CANCELLED
3627,20250413,1000002727,1453,2,1,4,1,13500.0,16335.0,CANCELLED
3628,20241123,1000002728,1352,1,1,2,2,22800.0,28488.0,FULFILLED
3629,20240403,1000002729,1357,1,2,1,3,34200.0,41382.0,PAID
3630,20250120,1000002730,725,1,2,1,1,11400.0,13794.0,REFUNDED
3631,20250909,1000002731,260,2,2,3,2,32340.0,39131.4,FULFILLED
3632,20250202,1000002732,378,1,2,3,3,36000.0,76230.0,FULFILLED
3633,20250202,1000002732,378,2,2,3,2,27000.0,76230.0,FULFILLED
3634,20250117,1000002733,1425,2,1,1,1,14700.0,101315.4,FULFILLED
3635,20250117,1000002733,1425,1,1,1,3,35640.0,101315.4,FULFILLED
3636,20250117,1000002733,1425,1,1,1,3,32400.0,101315.4,FULFILLED
3637,20240706,1000002734,85,2,1,2,3,42750.0,97465.5,FULFILLED
3638,20240706,1000002734,85,1,1,2,3,37800.0,97465.5,FULFILLED
3639,20250909,1000002735,1313,2,2,3,3,44550.0,53905.5,FULFILLED
3640,20250118,1000002736,704,1,2,4,3,36000.0,69696.0,FULFILLED
3641,20250118,1000002736,704,1,2,4,2,21600.0,69696.0,FULFILLED
3642,20241014,1000002737,1133,1,2,2,2,20520.0,50965.2,FULFILLED
3643,20241014,1000002737,1133,1,2,2,2,21600.0,50965.2,FULFILLED
3644,20250223,1000002738,176,1,1,3,2,21600.0,83036.25,FULFILLED
3645,20250223,1000002738,176,2,1,3,3,47025.0,83036.25,FULFILLED
3646,20240710,1000002739,264,1,1,3,2,22800.0,41594.64,FULFILLED
3647,20240710,1000002739,264,1,1,3,1,10584.0,41594.64,FULFILLED
3648,20240521,1000002740,882,1,2,1,2,22680.0,55030.8,FULFILLED
3649,20240521,1000002740,882,1,2,1,2,22800.0,55030.8,FULFILLED
3650,20250907,1000002741,529,2,1,1,1,12825.0,74498.25,FULFILLED
3651,20250907,1000002741,529,2,1,1,1,15000.0,74498.25,FULFILLED
3652,20250907,1000002741,529,2,1,1,2,33000.0,74498.25,FULFILLED
3653,20240702,1000002742,511,2,2,1,3,36450.0,44104.5,FULFILLED
3654,20241026,1000002743,1192,2,2,4,3,40500.0,49005.0,FULFILLED
3655,20250609,1000002744,866,2,2,2,2,30870.0,37352.7,FULFILLED
3656,20250326,1000002745,147,1,1,4,3,34200.0,42882.0,FULFILLED
3657,20240114,1000002746,846,1,2,2,3,37800.0,45738.0,PAID
3658,20250425,1000002747,487,1,1,3,3,30780.0,79525.8,FULFILLED
3659,20250425,1000002747,487,1,1,3,3,34200.0,79525.8,FULFILLED
3660,20241108,1000002748,1252,1,2,4,1,11760.0,43269.6,FULFILLED
3661,20241108,1000002748,1252,1,2,4,2,24000.0,43269.6,FULFILLED
3662,20241110,1000002749,746,1,2,1,2,21600.0,115782.48,CANCELLED
3663,20241110,1000002749,746,1,2,1,3,38808.0,115782.48,CANCELLED
3664,20241110,1000002749,746,1,2,1,3,35280.0,115782.48,CANCELLED
3665,20250801,1000002750,760,1,1,2,3,30780.0,38443.8,PAID
3666,20250808,1000002751,414,1,2,1,2,25080.0,45287.88,FULFILLED
3667,20250808,1000002751,414,1,2,1,1,12348.0,45287.88,FULFILLED
3668,20240606,1000002752,180,2,2,3,3,44100.0,92565.0,FULFILLED
3669,20240606,1000002752,180,1,2,3,3,32400.0,92565.0,FULFILLED
3670,20240624,1000002753,369,2,1,1,3,44550.0,99628.74,CANCELLED
3671,20240624,1000002753,369,1,1,1,3,37044.0,99628.74,CANCELLED
3672,20241210,1000002754,1391,1,1,1,2,25872.0,51262.62,FULFILLED
3673,20241210,1000002754,1391,2,1,1,1,15750.0,51262.62,FULFILLED
3674,20240623,1000002755,1181,1,1,4,1,12600.0,16146.0,FULFILLED
3675,20240728,1000002756,841,2,1,1,1,14250.0,18142.5,FULFILLED
3676,20250328,1000002757,282,1,1,1,3,32400.0,40404.0,FULFILLED
3677,20240623,1000002758,1491,2,1,1,1,14250.0,55894.5,FULFILLED
3678,20240623,1000002758,1491,1,1,1,2,19440.0,55894.5,FULFILLED
3679,20240623,1000002758,1491,1,1,1,1,11760.0,55894.5,FULFILLED
3680,20240825,1000002759,787,2,2,2,1,14700.0,53361.0,CANCELLED
3681,20240825,1000002759,787,2,2,2,2,29400.0,53361.0,CANCELLED
3682,20250620,1000002760,484,2,2,2,1,15000.0,36300.0,FULFILLED
3683,20250620,1000002760,484,2,2,2,1,15000.0,36300.0,FULFILLED
3684,20250728,1000002761,559,1,1,1,3,35910.0,77321.1,FULFILLED
3685,20250728,1000002761,559,2,1,1,2,27000.0,77321.1,FULFILLED
3686,20250526,1000002762,872,1,1,2,3,35280.0,43588.8,FULFILLED
3687,20250411,1000002763,568,2,1,3,1,15000.0,19350.0,FULFILLED
3688,20250901,1000002764,578,1,2,1,2,24000.0,29040.0,FULFILLED
3689,20240310,1000002765,291,1,2,1,2,21600.0,26136.0,FULFILLED
3690,20250219,1000002766,549,1,1,1,3,31752.0,39619.92,FULFILLED
3691,20240615,1000002767,511,1,1,1,3,32400.0,40704.0,FULFILLED
3692,20250411,1000002768,185,1,1,1,1,10800.0,40404.0,FULFILLED
3693,20250411,1000002768,185,1,1,1,2,21600.0,40404.0,FULFILLED
3694,20250307,1000002769,575,2,2,3,3,42750.0,51727.5,REFUNDED
3695,20240604,1000002770,798,2,1,2,3,39690.0,48924.9,CANCELLED
3696,20241115,1000002771,1108,2,1,1,3,45000.0,55650.0,FULFILLED
3697,20240406,1000002772,1145,1,2,3,3,35280.0,78988.8,FULFILLED
3698,20240406,1000002772,1145,2,2,3,2,30000.0,78988.8,FULFILLED
3699,20250506,1000002773,1421,2,1,1,2,24300.0,30603.0,CANCELLED
3700,20250126,1000002774,613,2,1,3,2,29400.0,53678.62,FULFILLED
3701,20250126,1000002774,613,2,1,3,1,14962.5,53678.62,FULFILLED
3702,20250410,1000002775,67,2,2,1,3,44100.0,53361.0,PAID
3703,20250623,1000002776,415,2,1,3,3,47025.0,58100.25,FULFILLED
3704,20240320,1000002777,1101,1,2,2,2,21600.0,26136.0,FULFILLED
3705,20250409,1000002778,939,2,1,2,3,39690.0,48024.9,FULFILLED
3706,20241005,1000002779,700,1,1,2,3,37800.0,46938.0,CANCELLED
3707,20250225,1000002780,258,1,1,1,2,21600.0,27036.0,FULFILLED
3708,20250615,1000002781,623,1,1,4,1,12540.0,65378.4,FULFILLED
3709,20250615,1000002781,623,2,1,4,3,40500.0,65378.4,FULFILLED
3710,20250512,1000002782,164,1,1,4,3,32400.0,52272.0,FULFILLED
3711,20250512,1000002782,164,1,1,4,1,10800.0,52272.0,FULFILLED
3712,20250219,1000002783,684,1,2,2,1,12000.0,14520.0,CREATED
3713,20250409,1000002784,271,1,2,4,3,35910.0,43451.1,FULFILLED
3714,20241018,1000002785,816,1,2,4,1,11970.0,14483.7,FULFILLED
3715,20240815,1000002786,1449,2,2,3,1,14700.0,17787.0,FULFILLED
3716,20250531,1000002787,1293,2,1,1,1,14250.0,18442.5,FULFILLED
3717,20250711,1000002788,1097,2,1,2,1,14700.0,18987.0,FULFILLED
3718,20240114,1000002789,1184,1,2,1,1,11880.0,14374.8,FULFILLED
3719,20240712,1000002790,877,2,2,4,3,45000.0,82038.0,PAID
3720,20240712,1000002790,877,1,2,4,2,22800.0,82038.0,PAID
3721,20240531,1000002791,475,2,2,3,1,15000.0,18150.0,FULFILLED
3722,20250510,1000002792,1287,1,2,2,1,11400.0,70694.25,REFUNDED
3723,20250510,1000002792,1287,2,2,2,3,47025.0,70694.25,REFUNDED
3724,20250315,1000002793,1113,2,1,1,1,13500.0,32055.0,CANCELLED
3725,20250315,1000002793,1113,1,1,1,1,12000.0,32055.0,CANCELLED
3726,20250915,1000002794,1048,1,1,1,2,25080.0,31846.8,FULFILLED
3727,20250825,1000002795,300,2,1,2,2,30000.0,37200.0,FULFILLED
3728,20250108,1000002796,175,2,1,3,2,27000.0,33870.0,FULFILLED
3729,20250317,1000002797,514,1,1,2,1,11880.0,42862.8,FULFILLED
3730,20250317,1000002797,514,1,1,2,2,22800.0,42862.8,FULFILLED
3731,20240428,1000002798,1448,1,1,1,2,23520.0,29359.2,PAID
3732,20250902,1000002799,1361,2,2,1,1,16170.0,19565.7,FULFILLED
3733,20240601,1000002800,883,1,2,4,2,21600.0,26136.0,FULFILLED
3734,20241208,1000002801,302,1,2,1,2,22800.0,27588.0,FULFILLED
3735,20240701,1000002802,638,1,1,3,1,10800.0,45465.75,CANCELLED
3736,20240701,1000002802,638,1,1,3,1,11340.0,45465.75,CANCELLED
3737,20240701,1000002802,638,2,1,3,1,15435.0,45465.75,CANCELLED
3738,20250805,1000002803,537,1,1,3,1,12000.0,16020.0,FULFILLED
3739,20241005,1000002804,922,2,1,4,1,15675.0,18966.75,FULFILLED
3740,20241208,1000002805,740,1,2,3,1,11400.0,13794.0,FULFILLED
3741,20240802,1000002806,1474,1,1,4,3,36000.0,43560.0,FULFILLED
3742,20250111,1000002807,1234,1,1,1,1,10800.0,45912.0,REFUNDED
3743,20250111,1000002807,1234,1,1,1,2,26400.0,45912.0,REFUNDED
3744,20241225,1000002808,1095,2,1,3,3,44550.0,86822.1,REFUNDED
3745,20241225,1000002808,1095,2,1,3,2,26460.0,86822.1,REFUNDED
3746,20240616,1000002809,610,1,1,1,3,39600.0,91804.8,REFUNDED
3747,20240616,1000002809,610,1,1,1,3,35280.0,91804.8,REFUNDED
3748,20250511,1000002810,1326,1,2,1,1,10800.0,13068.0,FULFILLED
3749,20250309,1000002811,1267,1,1,4,3,32400.0,40104.0,REFUNDED
3750,20250216,1000002812,694,2,2,2,2,27000.0,32670.0,FULFILLED
3751,20240325,1000002813,373,1,2,3,2,22800.0,45738.0,FULFILLED
3752,20240325,1000002813,373,2,2,3,1,15000.0,45738.0,FULFILLED
3753,20241217,1000002814,1068,1,1,1,1,11400.0,85297.5,CREATED
3754,20241217,1000002814,1068,2,1,1,1,14250.0,85297.5,CREATED
3755,20241217,1000002814,1068,2,1,1,3,44100.0,85297.5,CREATED
3756,20240419,1000002815,1209,2,1,1,1,12825.0,56222.25,FULFILLED
3757,20240419,1000002815,1209,1,1,1,3,32400.0,56222.25,FULFILLED
3758,20240807,1000002816,1370,1,1,1,2,21168.0,26513.28,PAID
3759,20241114,1000002817,357,1,2,2,1,10800.0,13068.0,REFUNDED
3760,20250904,1000002818,1071,2,1,2,1,13500.0,17235.0,REFUNDED
3761,20240223,1000002819,1110,1,1,1,2,23760.0,28749.6,FULFILLED
3762,20250727,1000002820,896,1,2,2,3,35280.0,42688.8,FULFILLED
3763,20250624,1000002821,1084,1,2,4,3,35280.0,89646.48,REFUNDED
3764,20250624,1000002821,1084,1,2,4,3,38808.0,89646.48,REFUNDED
3765,20241215,1000002822,463,1,1,2,3,35280.0,44188.8,FULFILLED
3766,20240324,1000002823,1090,1,1,2,3,32400.0,72774.0,FULFILLED
3767,20240324,1000002823,1090,2,1,2,2,27000.0,72774.0,FULFILLED
3768,20241213,1000002824,462,1,2,2,1,12540.0,86394.0,FULFILLED
3769,20241213,1000002824,462,2,2,2,2,26460.0,86394.0,FULFILLED
3770,20241213,1000002824,462,1,2,2,3,32400.0,86394.0,FULFILLED
3771,20240715,1000002825,918,2,2,3,1,14250.0,17242.5,FULFILLED
3772,20240526,1000002826,717,2,1,3,1,14700.0,18687.0,CANCELLED
3773,20241002,1000002827,1418,2,2,4,3,45000.0,54450.0,FULFILLED
3774,20250903,1000002828,1083,1,2,2,3,36000.0,43560.0,CANCELLED
3775,20250512,1000002829,444,2,2,4,2,33000.0,39930.0,PAID
3776,20240917,1000002830,411,1,1,2,3,29160.0,36783.6,FULFILLED
3777,20240912,1000002831,183,2,1,1,2,31500.0,39315.0,FULFILLED
3778,20241225,1000002832,414,1,1,1,1,10800.0,13968.0,FULFILLED
3779,20240407,1000002833,19,2,1,2,1,13500.0,17535.0,PAID
3780,20240703,1000002834,276,1,1,1,2,24000.0,48327.0,FULFILLED
3781,20240703,1000002834,276,2,1,1,1,14700.0,48327.0,FULFILLED
3782,20250226,1000002835,798,1,1,3,3,37620.0,47020.2,FULFILLED
3783,20250926,1000002836,1384,2,1,1,2,27000.0,130055.4,FULFILLED
3784,20250926,1000002836,1384,2,1,1,3,44100.0,130055.4,FULFILLED
3785,20250926,1000002836,1384,1,1,1,3,35640.0,130055.4,FULFILLED
3786,20250602,1000002837,757,1,2,3,1,10800.0,118102.05,FULFILLED
3787,20250602,1000002837,757,2,2,3,3,46305.0,118102.05,FULFILLED
3788,20250602,1000002837,757,2,2,3,3,40500.0,118102.05,FULFILLED
3789,20240607,1000002838,961,1,2,4,3,39600.0,47916.0,CANCELLED
3790,20241223,1000002839,1111,1,2,4,3,37800.0,45738.0,CANCELLED
3791,20241102,1000002840,624,2,1,3,3,40500.0,50205.0,FULFILLED
3792,20250804,1000002841,1300,1,1,2,1,10800.0,13968.0,FULFILLED
3793,20250508,1000002842,183,2,2,2,2,28350.0,34303.5,PAID
3794,20250210,1000002843,448,1,1,1,2,22680.0,53578.8,REFUNDED
3795,20250210,1000002843,448,1,1,1,2,21600.0,53578.8,REFUNDED
3796,20250918,1000002844,768,2,1,1,1,14175.0,18351.75,FULFILLED
3797,20240711,1000002845,85,2,2,4,3,47250.0,57172.5,FULFILLED
3798,20241008,1000002846,1103,2,1,3,2,30000.0,37800.0,FULFILLED
3799,20240502,1000002847,472,2,1,3,1,15000.0,19350.0,PAID
3800,20250824,1000002848,2,1,1,1,1,12000.0,15420.0,FULFILLED
3801,20240224,1000002849,1003,2,1,2,3,44100.0,54561.0,PAID
3802,20250629,1000002850,69,1,2,2,3,34200.0,41382.0,FULFILLED
3803,20250121,1000002851,310,1,1,1,3,36000.0,44460.0,FULFILLED
3804,20250528,1000002852,639,1,2,2,1,11760.0,14229.6,CANCELLED
3805,20250515,1000002853,159,2,1,4,2,27000.0,33570.0,FULFILLED
3806,20250509,1000002854,388,1,1,2,1,12600.0,16746.0,PAID
3807,20241218,1000002855,870,1,1,3,3,29160.0,36183.6,FULFILLED
3808,20250627,1000002856,551,1,1,1,3,32400.0,40404.0,FULFILLED
3809,20241004,1000002857,434,2,1,4,1,14700.0,115608.0,FULFILLED
3810,20241004,1000002857,434,2,1,4,3,44100.0,115608.0,FULFILLED
3811,20241004,1000002857,434,1,1,4,3,36000.0,115608.0,FULFILLED
3812,20250920,1000002858,810,2,1,2,3,45000.0,55350.0,PAID
3813,20250625,1000002859,1320,2,2,1,2,27000.0,58283.28,FULFILLED
3814,20250625,1000002859,1320,1,2,1,2,21168.0,58283.28,FULFILLED
3815,20250722,1000002860,634,2,1,2,3,42525.0,106805.25,CANCELLED
3816,20250722,1000002860,634,2,1,2,3,45000.0,106805.25,CANCELLED
3817,20240905,1000002861,334,2,1,4,2,28350.0,66540.0,FULFILLED
3818,20240905,1000002861,334,2,1,4,2,25650.0,66540.0,FULFILLED
3819,20250720,1000002862,495,1,1,2,2,22800.0,67919.4,FULFILLED
3820,20250720,1000002862,495,2,1,2,2,32340.0,67919.4,FULFILLED
3821,20240528,1000002863,1227,1,1,1,1,11760.0,14229.6,FULFILLED
3822,20240106,1000002864,637,1,2,4,3,36000.0,43560.0,PAID
3823,20241009,1000002865,304,1,1,1,3,31752.0,39319.92,PAID
3824,20240821,1000002866,695,2,1,1,2,28500.0,116679.9,FULFILLED
3825,20240821,1000002866,695,2,1,1,2,27000.0,116679.9,FULFILLED
3826,20240821,1000002866,695,2,1,1,3,39690.0,116679.9,FULFILLED
3827,20240719,1000002867,899,1,2,2,3,35280.0,42688.8,FULFILLED
3828,20240128,1000002868,1296,2,1,1,2,26460.0,33216.6,CANCELLED
3829,20240422,1000002869,94,1,2,1,3,36000.0,82764.0,PAID
3830,20240422,1000002869,94,1,2,1,3,32400.0,82764.0,PAID
3831,20250302,1000002870,820,1,2,4,1,11400.0,13794.0,CREATED
3832,20240222,1000002871,618,2,2,4,2,31500.0,38115.0,FULFILLED
3833,20250203,1000002872,1327,2,1,1,2,31500.0,65151.0,FULFILLED
3834,20250203,1000002872,1327,1,1,1,2,21600.0,65151.0,FULFILLED
3835,20250216,1000002873,4,2,1,1,1,15000.0,19650.0,FULFILLED
3836,20250906,1000002874,1131,1,1,1,1,11400.0,15294.0,PAID
3837,20240416,1000002875,635,2,1,1,2,28350.0,35203.5,FULFILLED
3838,20250708,1000002876,1458,2,1,1,1,13500.0,16335.0,FULFILLED
3839,20250902,1000002877,612,2,1,4,3,40500.0,79254.6,CANCELLED
3840,20250902,1000002877,612,1,1,4,2,23760.0,79254.6,CANCELLED
3841,20250912,1000002878,802,2,1,1,1,14700.0,60475.8,FULFILLED
3842,20250912,1000002878,802,1,1,1,3,35280.0,60475.8,FULFILLED
3843,20240929,1000002879,378,2,1,1,3,42750.0,85297.5,FULFILLED
3844,20240929,1000002879,378,2,1,1,2,27000.0,85297.5,FULFILLED
3845,20250714,1000002880,895,2,2,2,1,16170.0,19565.7,FULFILLED
3846,20250715,1000002881,1171,1,2,4,3,34200.0,41382.0,FULFILLED
3847,20240901,1000002882,812,2,2,2,2,28500.0,34485.0,PAID
3848,20250303,1000002883,334,1,1,1,3,34020.0,68800.2,FULFILLED
3849,20250303,1000002883,334,1,1,1,2,21600.0,68800.2,FULFILLED
3850,20240825,1000002884,204,1,1,1,1,11760.0,58334.1,FULFILLED
3851,20240825,1000002884,204,2,1,1,3,36450.0,58334.1,FULFILLED
3852,20250414,1000002885,77,2,2,1,3,38475.0,46554.75,FULFILLED
3853,20240823,1000002886,1409,1,2,2,1,10800.0,66610.5,FULFILLED
3854,20240823,1000002886,1409,2,2,2,2,30000.0,66610.5,FULFILLED
3855,20240823,1000002886,1409,2,2,2,1,14250.0,66610.5,FULFILLED
3856,20250720,1000002887,700,1,1,1,2,25872.0,32805.12,FULFILLED
3857,20250625,1000002888,442,2,2,4,3,38475.0,46554.75,FULFILLED
3858,20250611,1000002889,562,1,1,4,3,34200.0,42282.0,PAID
3859,20240719,1000002890,184,1,1,4,3,30780.0,38143.8,FULFILLED
3860,20250211,1000002891,1195,2,2,4,1,13500.0,30129.0,FULFILLED
3861,20250211,1000002891,1195,1,2,4,1,11400.0,30129.0,FULFILLED
3862,20250806,1000002892,1357,1,2,4,3,35910.0,87011.1,PAID
3863,20250806,1000002892,1357,1,2,4,3,36000.0,87011.1,PAID
3864,20241007,1000002893,808,1,1,4,3,35910.0,101551.35,FULFILLED
3865,20241007,1000002893,808,2,1,4,3,47025.0,101551.35,FULFILLED
3866,20240309,1000002894,175,2,1,2,3,47250.0,58372.5,FULFILLED
3867,20250627,1000002895,1042,2,1,3,3,36450.0,45004.5,PAID
3868,20250628,1000002896,384,2,2,3,1,13500.0,16335.0,FULFILLED
3869,20240213,1000002897,46,1,2,2,3,37800.0,64414.35,PAID
3870,20240213,1000002897,46,2,2,2,1,15435.0,64414.35,PAID
3871,20250426,1000002898,185,2,2,2,1,15750.0,68062.5,PAID
3872,20250426,1000002898,185,2,2,2,3,40500.0,68062.5,PAID
3873,20240531,1000002899,275,2,1,2,2,27000.0,33870.0,PAID
3874,20240504,1000002900,749,1,1,1,2,23520.0,54488.4,FULFILLED
3875,20240504,1000002900,749,1,1,1,2,20520.0,54488.4,FULFILLED
3876,20240702,1000002901,54,1,1,1,2,21168.0,67677.48,FULFILLED
3877,20240702,1000002901,54,1,1,1,3,34020.0,67677.48,FULFILLED
3878,20250327,1000002902,192,1,1,1,2,20520.0,25729.2,FULFILLED
3879,20241006,1000002903,707,1,2,2,2,25200.0,30492.0,FULFILLED
3880,20250126,1000002904,502,2,2,2,2,29400.0,35574.0,PAID
3881,20240412,1000002905,67,1,2,1,1,12936.0,28720.56,PAID
3882,20240412,1000002905,67,1,2,1,1,10800.0,28720.56,PAID
3883,20240822,1000002906,1198,1,1,1,2,25200.0,65877.0,FULFILLED
3884,20240822,1000002906,1198,2,1,1,2,28500.0,65877.0,FULFILLED
3885,20240826,1000002907,334,1,2,2,2,24000.0,47716.35,PAID
3886,20240826,1000002907,334,2,2,2,1,15435.0,47716.35,PAID
3887,20241010,1000002908,686,2,2,2,2,30000.0,36300.0,PAID
3888,20250312,1000002909,1406,2,2,1,1,15000.0,18150.0,FULFILLED
3889,20240910,1000002910,1168,1,1,1,3,39600.0,49416.0,FULFILLED
3890,20240602,1000002911,1458,1,2,1,3,36000.0,43560.0,FULFILLED
3891,20241027,1000002912,822,1,2,3,1,11400.0,13794.0,FULFILLED
3892,20240928,1000002913,916,1,1,1,3,31752.0,38419.92,CANCELLED
3893,20240314,1000002914,129,1,2,4,1,10800.0,13068.0,FULFILLED
3894,20240323,1000002915,952,2,2,4,1,14700.0,17787.0,REFUNDED
3895,20240722,1000002916,1153,1,2,4,2,19440.0,51110.4,FULFILLED
3896,20240722,1000002916,1153,1,2,4,2,22800.0,51110.4,FULFILLED
