shipment_pk,shipped_date_id,order_id,shipping_province_id,carrier,status,delivery_time_days
2069,20250329,1000002068,1,Correo Argentino,DELIVERED,2.3801851851851854
2070,20240327,1000002069,1,Correo Argentino,DELIVERED,2.4187037037037036
2071,20240526,1000002070,2,Correo Argentino,SHIPPED,2.2937731481481483
2072,20250420,1000002071,4,Correo Argentino,DELIVERED,4.819629629629629
2073,0,1000002072,2,Correo Argentino,CANCELLED,
2074,20240522,1000002073,3,Correo Argentino,DELIVERED,4.3604513888888885
2075,20240930,1000002074,2,PICKUP,DELIVERED,1.6553819444444444
2076,20241228,1000002075,1,Correo Argentino,DELIVERED,5.636574074074074
2077,20250422,1000002076,4,PICKUP,SHIPPED,1.8662962962962963
2078,0,1000002077,4,PICKUP,CANCELLED,
2079,0,1000002078,4,Correo Argentino,CANCELLED,
2080,20241102,1000002079,4,Correo Argentino,SHIPPED,6.032719907407407
2081,20240428,1000002080,2,Correo Argentino,DELIVERED,3.9503819444444446
2082,20240505,1000002081,1,Correo Argentino,DELIVERED,3.9711458333333334
2083,0,1000002082,1,Correo Argentino,CANCELLED,
2084,20250330,1000002083,3,Correo Argentino,DELIVERED,3.9188194444444444
2085,20250806,1000002084,2,Correo Argentino,DELIVERED,2.1245833333333333
2086,0,1000002085,2,Correo Argentino,CANCELLED,
2087,20250314,1000002086,1,Correo Argentino,DELIVERED,5.223634259259259
2088,20240605,1000002087,2,PICKUP,DELIVERED,1.3655324074074073
2089,20250520,1000002088,1,Correo Argentino,DELIVERED,4.891689814814815
2090,20240721,1000002089,1,PICKUP,DELIVERED,1.2855555555555556
2091,20240108,1000002090,3,PICKUP,DELIVERED,1.2284953703703703
2092,20250615,1000002091,4,PICKUP,DELIVERED,1.659386574074074
2093,20240207,1000002092,3,Correo Argentino,SHIPPED,3.5219791666666667
2094,20240622,1000002093,4,PICKUP,DELIVERED,1.5850694444444444
2095,0,1000002094,4,PICKUP,CANCELLED,
2096,20250716,1000002095,4,PICKUP,SHIPPED,1.5126157407407408
2097,20241106,1000002096,1,PICKUP,DELIVERED,1.121539351851852
2098,20240326,1000002097,2,Correo Argentino,SHIPPED,3.2180439814814816
2099,20240214,1000002098,1,Correo Argentino,DELIVERED,5.596435185185185
2100,20250519,1000002099,1,Correo Argentino,DELIVERED,4.452141203703704
2101,20240126,1000002100,3,Correo Argentino,SHIPPED,5.637280092592593
2102,20240515,1000002101,1,Correo Argentino,DELIVERED,5.88449074074074
2103,20240105,1000002102,2,Correo Argentino,DELIVERED,2.2666319444444443
2104,20250402,1000002103,1,PICKUP,DELIVERED,1.7897569444444446
2105,20250516,1000002104,1,Correo Argentino,SHIPPED,5.860138888888889
2106,20240114,1000002105,2,PICKUP,SHIPPED,1.2382291666666667
2107,20250818,1000002106,2,PICKUP,DELIVERED,1.7357407407407408
2108,20250609,1000002107,3,PICKUP,DELIVERED,1.769837962962963
2109,20250718,1000002108,4,PICKUP,DELIVERED,1.7314236111111112
2110,20240518,1000002109,3,PICKUP,DELIVERED,1.674201388888889
2111,20250426,1000002110,2,Correo Argentino,DELIVERED,3.46375
2112,20240412,1000002111,1,Correo Argentino,DELIVERED,3.9040393518518517
2113,0,1000002112,2,PICKUP,CANCELLED,
2114,20250222,1000002113,2,PICKUP,DELIVERED,1.553263888888889
2115,20240824,1000002114,1,PICKUP,DELIVERED,1.3630555555555555
2116,0,1000002115,1,Correo Argentino,CANCELLED,
2117,20240319,1000002116,1,Correo Argentino,DELIVERED,4.179884259259259
2118,20240704,1000002117,1,Correo Argentino,DELIVERED,2.0586921296296294
2119,20250314,1000002118,2,PICKUP,DELIVERED,1.253449074074074
2120,20250308,1000002119,1,Correo Argentino,DELIVERED,5.335208333333333
2121,20240704,1000002120,2,Correo Argentino,SHIPPED,2.2145949074074074
2122,20250216,1000002121,1,Correo Argentino,DELIVERED,3.377361111111111
2123,20250603,1000002122,1,PICKUP,DELIVERED,1.8124537037037036
2124,20250809,1000002123,1,Correo Argentino,SHIPPED,2.170324074074074
2125,20240628,1000002124,2,Correo Argentino,DELIVERED,2.109675925925926
2126,20250330,1000002125,3,Correo Argentino,DELIVERED,4.172175925925926
2127,20250425,1000002126,1,Correo Argentino,DELIVERED,5.067476851851852
2128,20241130,1000002127,3,PICKUP,READY,1.184988425925926
2129,20250621,1000002128,1,Correo Argentino,DELIVERED,4.216944444444445
2130,20250412,1000002129,3,PICKUP,DELIVERED,1.925300925925926
2131,0,1000002130,1,Correo Argentino,CANCELLED,
2132,20250626,1000002131,3,Correo Argentino,DELIVERED,5.014733796296296
2133,0,1000002132,4,PICKUP,CANCELLED,
2134,20240109,1000002133,1,Correo Argentino,SHIPPED,5.604212962962963
2135,20250812,1000002134,2,PICKUP,SHIPPED,1.1211342592592592
2136,20240604,1000002135,4,PICKUP,DELIVERED,1.2153587962962964
2137,20240704,1000002136,2,Correo Argentino,DELIVERED,2.2535185185185185
2138,20240430,1000002137,1,Correo Argentino,SHIPPED,2.1460416666666666
2139,20250110,1000002138,3,Correo Argentino,DELIVERED,5.411053240740741
2140,20240906,1000002139,1,PICKUP,SHIPPED,1.075925925925926
2141,0,1000002140,1,Correo Argentino,CANCELLED,
2142,20250211,1000002141,1,Correo Argentino,DELIVERED,5.513842592592592
2143,0,1000002142,1,PICKUP,CANCELLED,
2144,20241123,1000002143,2,Correo Argentino,SHIPPED,4.4081018518518515
2145,20250311,1000002144,2,Correo Argentino,DELIVERED,2.7810763888888888
2146,20250815,1000002145,1,Correo Argentino,SHIPPED,3.636064814814815
2147,20240814,1000002146,3,PICKUP,DELIVERED,1.6593402777777777
2148,20250515,1000002147,3,Correo Argentino,DELIVERED,3.0340046296296297
2149,0,1000002148,1,Correo Argentino,CANCELLED,
2150,20241210,1000002149,2,PICKUP,SHIPPED,1.018587962962963
2151,20241106,1000002150,1,Correo Argentino,SHIPPED,2.6321180555555554
2152,20240521,1000002151,1,Correo Argentino,DELIVERED,4.383148148148148
2153,20250826,1000002152,3,PICKUP,DELIVERED,1.9275462962962964
2154,20240704,1000002153,2,Correo Argentino,SHIPPED,5.3939814814814815
2155,20241102,1000002154,2,PICKUP,DELIVERED,1.6850347222222222
2156,20240405,1000002155,1,Correo Argentino,SHIPPED,4.540613425925926
2157,20250910,1000002156,1,Correo Argentino,DELIVERED,4.566527777777778
2158,20250819,1000002157,3,PICKUP,DELIVERED,1.1142476851851852
2159,20250412,1000002158,1,Correo Argentino,DELIVERED,5.673171296296296
2160,0,1000002159,1,PICKUP,CANCELLED,
2161,20250226,1000002160,1,Correo Argentino,SHIPPED,5.341770833333333
2162,20241124,1000002161,1,Correo Argentino,DELIVERED,2.110787037037037
2163,20240208,1000002162,1,PICKUP,DELIVERED,1.8521875
2164,20250901,1000002163,1,Correo Argentino,DELIVERED,2.920798611111111
2165,20240620,1000002164,2,PICKUP,DELIVERED,1.2254282407407406
2166,20250127,1000002165,2,Correo Argentino,DELIVERED,4.909131944444445
2167,20240202,1000002166,4,PICKUP,DELIVERED,1.3143287037037037
2168,20250504,1000002167,1,PICKUP,DELIVERED,1.6444560185185184
2169,0,1000002168,4,PICKUP,CANCELLED,
2170,20250914,1000002169,3,Correo Argentino,DELIVERED,3.474837962962963
2171,20250402,1000002170,2,Correo Argentino,DELIVERED,2.8122685185185183
2172,20240227,1000002171,3,Correo Argentino,SHIPPED,4.969560185185185
2173,20250109,1000002172,2,PICKUP,DELIVERED,1.826238425925926
2174,20240419,1000002173,1,Correo Argentino,SHIPPED,5.611481481481482
2175,20240108,1000002174,4,Correo Argentino,DELIVERED,6.255243055555556
2176,20240310,1000002175,3,PICKUP,DELIVERED,1.7546527777777778
2177,20250717,1000002176,2,PICKUP,DELIVERED,1.8433912037037037
2178,20240204,1000002177,1,PICKUP,DELIVERED,1.4826736111111112
2179,20250401,1000002178,2,Correo Argentino,DELIVERED,2.521261574074074
2180,20240621,1000002179,1,Correo Argentino,SHIPPED,3.3502430555555556
2181,20250730,1000002180,2,PICKUP,DELIVERED,1.8999189814814814
2182,20250821,1000002181,2,Correo Argentino,DELIVERED,5.886909722222223
2183,20250623,1000002182,1,Correo Argentino,DELIVERED,2.1702777777777778
2184,20240216,1000002183,4,PICKUP,SHIPPED,1.9883680555555556
2185,20250618,1000002184,1,PICKUP,DELIVERED,1.9211342592592593
2186,20240425,1000002185,4,Correo Argentino,SHIPPED,4.410254629629629
2187,20240528,1000002186,4,PICKUP,DELIVERED,1.3773842592592593
2188,20250124,1000002187,1,Correo Argentino,DELIVERED,3.8165625
2189,20240119,1000002188,3,PICKUP,DELIVERED,1.8134375
2190,20240504,1000002189,1,Correo Argentino,DELIVERED,4.989131944444445
2191,20250412,1000002190,1,PICKUP,DELIVERED,1.7316550925925926
2192,20250719,1000002191,1,Correo Argentino,SHIPPED,2.9244444444444446
2193,0,1000002192,2,PICKUP,CANCELLED,
2194,20240525,1000002193,4,PICKUP,DELIVERED,1.374085648148148
2195,20240925,1000002194,2,PICKUP,DELIVERED,1.8341666666666667
2196,20240710,1000002195,2,PICKUP,DELIVERED,1.5556597222222222
2197,0,1000002196,3,Correo Argentino,CANCELLED,
2198,20250916,1000002197,1,Correo Argentino,SHIPPED,4.5372916666666665
2199,20241204,1000002198,3,PICKUP,DELIVERED,1.6777083333333334
2200,20250402,1000002199,2,Correo Argentino,DELIVERED,4.858692129629629
2201,20250514,1000002200,3,PICKUP,DELIVERED,1.2762962962962963
2202,20250320,1000002201,4,PICKUP,DELIVERED,1.8087152777777777
2203,20250125,1000002202,3,Correo Argentino,DELIVERED,4.093101851851852
2204,20250425,1000002203,1,PICKUP,DELIVERED,1.0004166666666667
2205,20240328,1000002204,1,PICKUP,DELIVERED,1.4599074074074074
2206,20250220,1000002205,3,PICKUP,DELIVERED,1.2800925925925926
2207,20250928,1000002206,4,PICKUP,DELIVERED,1.771875
2208,20250526,1000002207,2,Correo Argentino,DELIVERED,3.3566666666666665
2209,20250301,1000002208,1,Correo Argentino,SHIPPED,2.129814814814815
2210,20240106,1000002209,4,Correo Argentino,DELIVERED,7.047569444444444
2211,20240129,1000002210,4,PICKUP,DELIVERED,1.5528703703703703
2212,20250415,1000002211,1,Correo Argentino,DELIVERED,4.331458333333333
2213,20250515,1000002212,2,Correo Argentino,DELIVERED,4.286782407407407
2214,20240302,1000002213,3,Correo Argentino,DELIVERED,5.94375
2215,20250929,1000002214,1,PICKUP,DELIVERED,1.0398148148148147
2216,20250513,1000002215,4,PICKUP,DELIVERED,1.341701388888889
2217,20250116,1000002216,3,Correo Argentino,DELIVERED,2.013148148148148
2218,20241102,1000002217,3,PICKUP,DELIVERED,1.352650462962963
2219,20241028,1000002218,1,Correo Argentino,SHIPPED,3.3917361111111113
2220,20240607,1000002219,1,Correo Argentino,SHIPPED,2.05681712962963
2221,20241231,1000002220,1,PICKUP,DELIVERED,1.0989236111111111
2222,20240917,1000002221,1,PICKUP,DELIVERED,1.9078587962962963
2223,20250430,1000002222,1,Correo Argentino,DELIVERED,3.7674305555555554
2224,20240413,1000002223,1,Correo Argentino,DELIVERED,5.335902777777778
2225,20250202,1000002224,2,Correo Argentino,DELIVERED,5.8490625
2226,20250106,1000002225,1,Correo Argentino,DELIVERED,3.8248611111111113
2227,20240704,1000002226,1,PICKUP,DELIVERED,1.1667361111111112
2228,20250130,1000002227,3,PICKUP,DELIVERED,1.891689814814815
2229,20250529,1000002228,4,Correo Argentino,DELIVERED,5.357754629629629
2230,20250822,1000002229,1,Correo Argentino,DELIVERED,4.218368055555556
2231,20240516,1000002230,2,PICKUP,DELIVERED,1.7356712962962964
2232,20240407,1000002231,4,PICKUP,DELIVERED,1.447488425925926
2233,20250515,1000002232,1,Correo Argentino,DELIVERED,4.637060185185185
2234,20250107,1000002233,3,PICKUP,DELIVERED,1.2382523148148148
2235,20240815,1000002234,3,PICKUP,SHIPPED,1.6818171296296296
2236,20250214,1000002235,4,PICKUP,SHIPPED,1.2835069444444445
2237,20240115,1000002236,4,Correo Argentino,SHIPPED,5.5490625
2238,20240221,1000002237,1,Correo Argentino,DELIVERED,5.936597222222222
2239,20250317,1000002238,3,Correo Argentino,SHIPPED,5.734895833333334
2240,20240613,1000002239,1,Correo Argentino,DELIVERED,4.2256481481481485
2241,20241019,1000002240,1,Correo Argentino,DELIVERED,5.779131944444444
2242,20241210,1000002241,1,Correo Argentino,DELIVERED,2.643587962962963
2243,20240303,1000002242,2,PICKUP,DELIVERED,1.107002314814815
2244,0,1000002243,3,Correo Argentino,CANCELLED,
2245,20250127,1000002244,1,Correo Argentino,SHIPPED,2.9439930555555556
2246,20241013,1000002245,1,Correo Argentino,DELIVERED,4.020798611111111
2247,20241223,1000002246,3,PICKUP,DELIVERED,1.1116898148148149
2248,20250316,1000002247,1,Correo Argentino,DELIVERED,5.460069444444445
2249,20240912,1000002248,1,Correo Argentino,DELIVERED,4.531782407407407
2250,20250414,1000002249,3,Correo Argentino,DELIVERED,2.724537037037037
2251,20240407,1000002250,2,Correo Argentino,DELIVERED,2.789178240740741
2252,20241031,1000002251,1,Correo Argentino,DELIVERED,3.172951388888889
2253,20250913,1000002252,1,PICKUP,DELIVERED,1.2927546296296297
2254,0,1000002253,1,Correo Argentino,CANCELLED,
2255,20240804,1000002254,1,Correo Argentino,DELIVERED,3.5492939814814815
2256,20240617,1000002255,4,Correo Argentino,DELIVERED,6.794305555555556
2257,20240816,1000002256,3,PICKUP,DELIVERED,1.6867939814814814
2258,20250221,1000002257,1,PICKUP,DELIVERED,1.6886689814814815
2259,20240720,1000002258,3,PICKUP,DELIVERED,1.1275462962962963
2260,20240620,1000002259,1,Correo Argentino,DELIVERED,5.6386111111111115
2261,0,1000002260,1,Correo Argentino,CANCELLED,
2262,20251001,1000002261,2,Correo Argentino,DELIVERED,5.827997685185185
2263,20250730,1000002262,2,Correo Argentino,DELIVERED,5.766898148148148
2264,20240312,1000002263,1,Correo Argentino,DELIVERED,5.6398726851851855
2265,20250910,1000002264,2,PICKUP,DELIVERED,1.2546875
2266,20250612,1000002265,1,Correo Argentino,DELIVERED,5.041805555555555
2267,20240413,1000002266,4,PICKUP,DELIVERED,1.2389930555555555
2268,20240521,1000002267,1,Correo Argentino,SHIPPED,5.1883333333333335
2269,20250411,1000002268,1,Correo Argentino,READY,5.387326388888889
2270,20240118,1000002269,2,Correo Argentino,DELIVERED,3.7958796296296295
2271,20240928,1000002270,3,Correo Argentino,DELIVERED,3.267210648148148
2272,0,1000002271,1,PICKUP,CANCELLED,
2273,20241101,1000002272,1,PICKUP,DELIVERED,1.5131481481481481
2274,20250802,1000002273,3,PICKUP,DELIVERED,1.9458912037037037
2275,20250324,1000002274,4,PICKUP,DELIVERED,1.8715277777777777
2276,20240920,1000002275,1,PICKUP,SHIPPED,1.5321296296296296
2277,20240614,1000002276,3,Correo Argentino,DELIVERED,5.157789351851852
2278,20240404,1000002277,3,Correo Argentino,DELIVERED,5.343275462962963
2279,20240820,1000002278,2,PICKUP,DELIVERED,1.4715972222222222
2280,20240302,1000002279,3,PICKUP,DELIVERED,1.4059143518518518
2281,20240113,1000002280,2,Correo Argentino,DELIVERED,3.463738425925926
2282,20241006,1000002281,1,Correo Argentino,DELIVERED,4.884328703703703
2283,20241017,1000002282,4,Correo Argentino,DELIVERED,5.8861689814814815
2284,20240518,1000002283,1,Correo Argentino,SHIPPED,2.8439467592592593
2285,20250203,1000002284,2,Correo Argentino,DELIVERED,3.9028935185185185
2286,20250522,1000002285,4,Correo Argentino,DELIVERED,5.318402777777778
2287,20250110,1000002286,2,PICKUP,SHIPPED,1.4586805555555555
2288,0,1000002287,1,PICKUP,CANCELLED,
2289,20241016,1000002288,1,Correo Argentino,DELIVERED,3.103946759259259
2290,20240831,1000002289,4,PICKUP,DELIVERED,1.1538310185185185
2291,20250522,1000002290,1,Correo Argentino,DELIVERED,5.449085648148148
2292,20240314,1000002291,4,PICKUP,DELIVERED,1.2532175925925926
2293,0,1000002292,2,Correo Argentino,CANCELLED,
2294,20240327,1000002293,1,Correo Argentino,DELIVERED,4.698240740740741
2295,20240330,1000002294,3,PICKUP,SHIPPED,1.2172800925925926
2296,20240713,1000002295,3,PICKUP,SHIPPED,1.2360300925925927
2297,20250531,1000002296,4,Correo Argentino,SHIPPED,7.971736111111111
2298,20241222,1000002297,2,PICKUP,DELIVERED,1.1011805555555556
2299,20240520,1000002298,2,Correo Argentino,DELIVERED,3.5214930555555557
2300,0,1000002299,4,Correo Argentino,CANCELLED,
2301,0,1000002300,3,Correo Argentino,CANCELLED,
2302,20240621,1000002301,2,Correo Argentino,DELIVERED,2.9355671296296295
2303,20240810,1000002302,1,Correo Argentino,DELIVERED,5.865752314814815
2304,20250206,1000002303,2,PICKUP,READY,1.2475694444444445
2305,20250325,1000002304,1,Correo Argentino,DELIVERED,2.0252314814814816
2306,20250206,1000002305,4,PICKUP,DELIVERED,1.0770717592592594
2307,20241122,1000002306,1,Correo Argentino,DELIVERED,3.047037037037037
2308,20240119,1000002307,1,Correo Argentino,DELIVERED,4.267731481481482
2309,0,1000002308,2,Correo Argentino,CANCELLED,
2310,20250302,1000002309,1,Correo Argentino,DELIVERED,2.7960300925925927
2311,20240811,1000002310,4,PICKUP,DELIVERED,1.8175
2312,20250502,1000002311,4,PICKUP,DELIVERED,1.2137962962962963
2313,20240415,1000002312,4,Correo Argentino,SHIPPED,7.256921296296296
2314,20241116,1000002313,1,Correo Argentino,DELIVERED,5.157627314814815
2315,20240320,1000002314,1,Correo Argentino,SHIPPED,2.2248842592592593
2316,20240424,1000002315,2,Correo Argentino,DELIVERED,3.11125
2317,0,1000002316,1,Correo Argentino,CANCELLED,
2318,20240117,1000002317,3,Correo Argentino,DELIVERED,2.4071064814814815
2319,20240409,1000002318,4,Correo Argentino,DELIVERED,5.543634259259259
2320,20250210,1000002319,3,PICKUP,DELIVERED,1.9683333333333333
2321,20250108,1000002320,1,Correo Argentino,DELIVERED,4.615555555555556
2322,20240422,1000002321,2,PICKUP,DELIVERED,1.8631365740740742
2323,20240622,1000002322,1,Correo Argentino,DELIVERED,3.9367824074074074
2324,20240902,1000002323,1,Correo Argentino,DELIVERED,2.753599537037037
2325,20250328,1000002324,1,Correo Argentino,DELIVERED,2.072210648148148
2326,20250703,1000002325,1,Correo Argentino,DELIVERED,3.3515625
2327,20241115,1000002326,1,Correo Argentino,DELIVERED,2.0962152777777776
2328,20240629,1000002327,1,Correo Argentino,DELIVERED,3.6208680555555555
2329,20250317,1000002328,1,Correo Argentino,DELIVERED,5.58087962962963
2330,0,1000002329,2,PICKUP,CANCELLED,
2331,20250307,1000002330,1,Correo Argentino,DELIVERED,5.263634259259259
2332,20250624,1000002331,1,Correo Argentino,DELIVERED,4.935972222222222
2333,20250802,1000002332,1,Correo Argentino,DELIVERED,3.4400694444444446
2334,20250511,1000002333,1,Correo Argentino,DELIVERED,4.339606481481481
2335,20250610,1000002334,3,PICKUP,DELIVERED,1.2651388888888888
2336,20250809,1000002335,3,PICKUP,DELIVERED,1.6045601851851852
2337,20250331,1000002336,1,Correo Argentino,DELIVERED,5.282546296296296
2338,20241202,1000002337,1,Correo Argentino,DELIVERED,3.1961458333333335
2339,20240209,1000002338,2,PICKUP,SHIPPED,1.8810185185185184
2340,20250311,1000002339,1,PICKUP,SHIPPED,1.0130324074074073
2341,20241009,1000002340,1,Correo Argentino,SHIPPED,4.197141203703704
2342,20241103,1000002341,1,Correo Argentino,READY,2.7310069444444443
2343,20250315,1000002342,1,Correo Argentino,DELIVERED,5.658587962962963
2344,20250102,1000002343,1,Correo Argentino,DELIVERED,5.287002314814814
2345,20241016,1000002344,1,Correo Argentino,DELIVERED,5.947465277777778
2346,20240914,1000002345,1,Correo Argentino,DELIVERED,4.275011574074074
2347,20240531,1000002346,4,Correo Argentino,DELIVERED,4.145046296296297
2348,20250825,1000002347,1,Correo Argentino,DELIVERED,5.487777777777778
2349,20250615,1000002348,2,PICKUP,DELIVERED,1.3380324074074075
2350,0,1000002349,3,Correo Argentino,CANCELLED,
2351,20240511,1000002350,4,PICKUP,DELIVERED,1.967476851851852
2352,20250101,1000002351,1,Correo Argentino,DELIVERED,3.1666319444444446
2353,20240807,1000002352,2,Correo Argentino,DELIVERED,2.7142824074074072
2354,20240701,1000002353,3,Correo Argentino,DELIVERED,2.192997685185185
2355,20240330,1000002354,1,Correo Argentino,DELIVERED,2.9684606481481484
2356,20240609,1000002355,1,Correo Argentino,DELIVERED,4.604097222222222
2357,20240529,1000002356,2,PICKUP,SHIPPED,1.9278472222222223
2358,0,1000002357,1,Correo Argentino,CANCELLED,
2359,20240914,1000002358,1,Correo Argentino,DELIVERED,4.566689814814815
2360,20250817,1000002359,2,PICKUP,DELIVERED,1.9143402777777778
2361,20241201,1000002360,1,PICKUP,DELIVERED,1.622638888888889
2362,20241006,1000002361,2,Correo Argentino,DELIVERED,3.3715625
2363,20240717,1000002362,1,Correo Argentino,DELIVERED,3.7383333333333333
2364,20240211,1000002363,2,Correo Argentino,DELIVERED,2.6452314814814817
2365,20250422,1000002364,3,Correo Argentino,DELIVERED,3.993912037037037
2366,20240906,1000002365,1,Correo Argentino,DELIVERED,2.4398032407407406
2367,20250406,1000002366,1,Correo Argentino,DELIVERED,3.9272685185185185
2368,20240824,1000002367,1,PICKUP,DELIVERED,1.5868981481481481
2369,20250722,1000002368,4,PICKUP,DELIVERED,1.6313078703703703
2370,20250321,1000002369,3,Correo Argentino,SHIPPED,2.813483796296296
2371,20240823,1000002370,2,PICKUP,SHIPPED,1.5969097222222222
2372,20240719,1000002371,1,Correo Argentino,SHIPPED,3.0032638888888887
2373,20240715,1000002372,1,Correo Argentino,DELIVERED,3.992233796296296
2374,20250131,1000002373,2,Correo Argentino,DELIVERED,3.0124074074074074
2375,20250324,1000002374,2,PICKUP,DELIVERED,1.9322453703703704
2376,0,1000002375,4,Correo Argentino,CANCELLED,
2377,20241126,1000002376,1,Correo Argentino,SHIPPED,3.7722569444444445
2378,20241019,1000002377,1,Correo Argentino,DELIVERED,5.245393518518519
2379,20240421,1000002378,1,Correo Argentino,DELIVERED,3.946597222222222
2380,20240511,1000002379,3,PICKUP,DELIVERED,1.209675925925926
2381,20240227,1000002380,2,Correo Argentino,DELIVERED,2.6117708333333334
2382,20240520,1000002381,1,Correo Argentino,DELIVERED,4.794895833333333
2383,20240602,1000002382,1,PICKUP,DELIVERED,1.1256828703703703
2384,20250913,1000002383,1,Correo Argentino,DELIVERED,2.199826388888889
2385,20240921,1000002384,1,Correo Argentino,DELIVERED,2.642986111111111
2386,20250421,1000002385,1,Correo Argentino,DELIVERED,5.438483796296296
2387,20240410,1000002386,4,PICKUP,DELIVERED,1.3970023148148147
2388,20240317,1000002387,1,Correo Argentino,DELIVERED,3.26349537037037
2389,20250603,1000002388,4,Correo Argentino,DELIVERED,6.415543981481481
2390,20240515,1000002389,1,PICKUP,DELIVERED,1.2860185185185184
2391,20240618,1000002390,1,PICKUP,DELIVERED,1.5969328703703705
2392,20250810,1000002391,2,Correo Argentino,DELIVERED,4.494224537037037
2393,20250901,1000002392,2,Correo Argentino,DELIVERED,2.3551041666666666
2394,20250518,1000002393,1,PICKUP,SHIPPED,1.979988425925926
2395,20250505,1000002394,2,PICKUP,DELIVERED,1.8892476851851852
2396,20250915,1000002395,4,PICKUP,DELIVERED,1.2986226851851852
2397,20240109,1000002396,1,Correo Argentino,SHIPPED,4.99255787037037
2398,20240615,1000002397,3,PICKUP,DELIVERED,1.7582523148148148
2399,20240413,1000002398,4,Correo Argentino,DELIVERED,4.179837962962963
2400,20241222,1000002399,1,Correo Argentino,DELIVERED,2.055972222222222
2401,20250827,1000002400,3,PICKUP,DELIVERED,1.9484837962962962
2402,20240820,1000002401,1,Correo Argentino,DELIVERED,2.876539351851852
2403,20240110,1000002402,3,Correo Argentino,DELIVERED,3.9396180555555556
2404,20241118,1000002403,1,Correo Argentino,DELIVERED,4.305648148148149
2405,20250226,1000002404,3,PICKUP,DELIVERED,1.7248726851851852
2406,20240116,1000002405,1,PICKUP,DELIVERED,1.636412037037037
2407,20250604,1000002406,1,Correo Argentino,SHIPPED,4.723252314814815
2408,20240120,1000002407,4,PICKUP,DELIVERED,1.101701388888889
2409,20250325,1000002408,4,PICKUP,DELIVERED,1.7502199074074074
2410,20240218,1000002409,4,PICKUP,SHIPPED,1.2280902777777778
2411,20250914,1000002410,2,Correo Argentino,SHIPPED,5.972465277777777
2412,20241211,1000002411,1,Correo Argentino,SHIPPED,5.4759375
2413,20241003,1000002412,4,PICKUP,DELIVERED,1.4678472222222223
2414,20250907,1000002413,2,Correo Argentino,DELIVERED,5.581053240740741
2415,20240525,1000002414,1,Correo Argentino,DELIVERED,4.614699074074074
2416,20250321,1000002415,3,Correo Argentino,SHIPPED,3.6261689814814817
2417,20240825,1000002416,2,PICKUP,SHIPPED,1.344837962962963
2418,20240424,1000002417,2,PICKUP,DELIVERED,1.8015625
2419,20250517,1000002418,3,PICKUP,DELIVERED,1.7547453703703704
2420,20250309,1000002419,1,Correo Argentino,DELIVERED,5.722546296296296
2421,20241220,1000002420,2,Correo Argentino,DELIVERED,4.952025462962963
2422,20241225,1000002421,4,PICKUP,DELIVERED,1.0112847222222223
2423,20250726,1000002422,1,Correo Argentino,DELIVERED,2.988263888888889
2424,20240829,1000002423,1,PICKUP,SHIPPED,1.9415856481481482
2425,20250713,1000002424,1,Correo Argentino,SHIPPED,2.6836805555555556
2426,20240308,1000002425,1,Correo Argentino,DELIVERED,3.9680671296296297
2427,20240702,1000002426,1,Correo Argentino,DELIVERED,2.4428703703703705
2428,20240217,1000002427,1,Correo Argentino,SHIPPED,5.221539351851852
2429,20250108,1000002428,1,Correo Argentino,DELIVERED,4.2345601851851855
2430,20250717,1000002429,4,PICKUP,SHIPPED,1.0354050925925926
2431,20250705,1000002430,1,Correo Argentino,SHIPPED,2.9886921296296296
2432,20250106,1000002431,4,PICKUP,DELIVERED,1.7220833333333334
2433,20250829,1000002432,4,PICKUP,DELIVERED,1.3562268518518519
2434,20241009,1000002433,1,Correo Argentino,DELIVERED,4.1828125
2435,20240127,1000002434,3,PICKUP,DELIVERED,1.972199074074074
2436,20250827,1000002435,3,Correo Argentino,DELIVERED,3.4911226851851853
2437,20240402,1000002436,4,PICKUP,DELIVERED,1.8364699074074073
2438,20240717,1000002437,2,PICKUP,DELIVERED,1.9377430555555555
2439,20250425,1000002438,1,Correo Argentino,DELIVERED,2.8536805555555556
2440,0,1000002439,1,Correo Argentino,CANCELLED,
2441,20240504,1000002440,1,Correo Argentino,DELIVERED,4.715682870370371
2442,20240607,1000002441,1,PICKUP,SHIPPED,1.3801157407407407
2443,20240323,1000002442,4,Correo Argentino,DELIVERED,7.033032407407408
2444,20250124,1000002443,3,PICKUP,DELIVERED,1.8365277777777778
2445,0,1000002444,2,Correo Argentino,CANCELLED,
2446,20250623,1000002445,3,Correo Argentino,DELIVERED,3.3158796296296296
2447,20240505,1000002446,4,PICKUP,DELIVERED,1.7980324074074074
2448,20240405,1000002447,2,Correo Argentino,DELIVERED,3.0705787037037036
2449,20240921,1000002448,2,Correo Argentino,DELIVERED,2.177673611111111
2450,20240926,1000002449,4,PICKUP,DELIVERED,1.9077662037037038
2451,20241002,1000002450,1,Correo Argentino,SHIPPED,5.86269675925926
2452,20240109,1000002451,4,PICKUP,DELIVERED,1.341423611111111
2453,20241201,1000002452,2,PICKUP,DELIVERED,1.723587962962963
2454,20250328,1000002453,3,Correo Argentino,SHIPPED,2.893854166666667
2455,20250720,1000002454,2,Correo Argentino,DELIVERED,2.977025462962963
2456,20240103,1000002455,4,Correo Argentino,SHIPPED,7.067569444444445
2457,20240616,1000002456,1,PICKUP,DELIVERED,1.855775462962963
